,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
6410,FF,20161001,95.2,-4.3,5.32,229.0,541650,493603,,foul,9.0,R,R,COL,MIL,S,,,0.7,1.68,Roberto Ortiz,-0.016
6411,SL,20161001,82.4,-4.52,5.34,79.0,474892,493603,home_run,hit_into_play,8.0,R,R,COL,MIL,X,,fly_ball,-0.03,2.08,Roberto Ortiz,0.979
6412,SL,20161001,83.3,-4.4,5.35,39.0,474892,493603,,ball,14.0,R,R,COL,MIL,B,,,1.13,1.09,Roberto Ortiz,0.038
6413,SL,20161001,82.4,-4.48,5.37,83.0,474892,493603,,swinging_strike,14.0,R,R,COL,MIL,S,,,0.15,1.59,Roberto Ortiz,-0.029
6414,SL,20161001,81.4,-4.47,5.3,101.0,474892,493603,,called_strike,8.0,R,R,COL,MIL,S,,,-0.11,2.04,Roberto Ortiz,-0.021
6415,SL,20161001,82.0,-4.69,5.39,97.0,474892,493603,,ball,13.0,R,R,COL,MIL,B,,,-1.44,2.11,Roberto Ortiz,0.02
6416,SL,20161001,83.3,-4.55,5.43,76.0,474892,493603,,ball,9.0,R,R,COL,MIL,B,,,0.79,1.89,Roberto Ortiz,0.013
6417,SL,20161001,83.1,-4.47,5.38,68.0,460075,493603,strikeout,swinging_strike,14.0,R,R,COL,MIL,S,2.0,,0.06,1.18,Roberto Ortiz,-0.144
6418,FF,20161001,95.7,-3.8,5.57,216.0,460075,493603,,ball,6.0,R,R,COL,MIL,B,,,0.7,2.88,Roberto Ortiz,0.028
6419,FF,20161001,96.9,-4.02,5.51,209.0,460075,493603,,foul,4.0,R,R,COL,MIL,S,,,-0.29,2.64,Roberto Ortiz,-0.042
6420,FF,20161001,95.7,-4.23,5.32,238.0,460075,493603,,foul_tip,6.0,R,R,COL,MIL,S,,,0.52,2.61,Roberto Ortiz,-0.033
6421,FT,20161001,95.6,-4.09,5.57,225.0,460075,493603,,ball,3.0,R,R,COL,MIL,B,,,0.33,3.6,Roberto Ortiz,0.028
6422,SL,20161001,83.6,-4.35,5.32,101.0,570267,493603,strikeout,swinging_strike,14.0,R,R,COL,MIL,S,2.0,,1.23,1.71,Roberto Ortiz,-0.307
6423,SL,20161001,83.0,-4.37,5.33,105.0,570267,493603,,ball,14.0,R,R,COL,MIL,B,,,1.57,1.93,Roberto Ortiz,0.099
6424,SL,20161001,83.7,-4.36,5.45,114.0,570267,493603,,ball,14.0,R,R,COL,MIL,B,,,1.36,2.36,Roberto Ortiz,0.04
6425,SL,20161001,83.4,-4.4,5.28,84.0,570267,493603,,ball,14.0,R,R,COL,MIL,B,,,1.0,-0.17,Roberto Ortiz,0.018
6426,FF,20161001,94.9,-4.3,5.5,245.0,570267,493603,,foul,6.0,R,R,COL,MIL,S,,,0.56,2.6,Roberto Ortiz,-0.05
6427,FT,20161001,91.4,-4.39,5.7,110.0,570267,493603,,called_strike,2.0,R,R,COL,MIL,S,,,0.02,4.07,Roberto Ortiz,-0.037
6428,FF,20161001,93.0,-1.03,6.2,188.0,518614,592804,strikeout,swinging_strike,1.0,L,R,COL,MIL,S,2.0,,-0.5,2.97,Roberto Ortiz,-0.283
6429,FF,20161001,93.1,-1.18,6.0,188.0,518614,592804,,called_strike,4.0,L,R,COL,MIL,S,,,-0.68,2.51,Roberto Ortiz,-0.097
6430,CU,20161001,77.7,-1.35,6.35,69.0,518614,592804,,ball,11.0,L,R,COL,MIL,B,,,-1.29,3.34,Roberto Ortiz,0.02
6431,FF,20161001,93.3,-1.25,6.05,194.0,518614,592804,,foul,5.0,L,R,COL,MIL,S,,,-0.18,2.48,Roberto Ortiz,-0.065
6432,IN,20161001,67.0,-2.23,6.47,185.0,453568,592804,intent_walk,intent_ball,13.0,L,R,COL,MIL,B,,,-2.96,2.71,Roberto Ortiz,
6433,IN,20161001,63.8,-2.45,6.63,202.0,453568,592804,,intent_ball,11.0,L,R,COL,MIL,B,,,-4.02,2.84,Roberto Ortiz,
6434,IN,20161001,64.3,-2.4,6.86,188.0,453568,592804,,intent_ball,11.0,L,R,COL,MIL,B,,,-3.95,5.44,Roberto Ortiz,
6435,IN,20161001,63.3,-2.25,6.87,198.0,453568,592804,,intent_ball,11.0,L,R,COL,MIL,B,,,-4.22,5.65,Roberto Ortiz,
6436,FF,20161001,93.2,-0.89,6.11,169.0,642162,592804,strikeout,called_strike,13.0,R,R,COL,MIL,S,2.0,,-0.97,2.21,Roberto Ortiz,-0.307
6437,CH,20161001,85.4,-1.1,5.86,223.0,642162,592804,,foul,13.0,R,R,COL,MIL,S,,,-0.01,1.17,Roberto Ortiz,0.0
6438,CH,20161001,86.4,-0.78,6.06,227.0,642162,592804,,ball,12.0,R,R,COL,MIL,B,,,1.11,2.84,Roberto Ortiz,0.055
6439,CU,20161001,81.0,-0.99,6.07,40.0,642162,592804,,blocked_ball,14.0,R,R,COL,MIL,B,,,1.58,0.4,Roberto Ortiz,0.013
6440,FF,20161001,94.3,-0.78,6.16,196.0,642162,592804,,foul,6.0,R,R,COL,MIL,S,,,0.39,2.77,Roberto Ortiz,-0.067
6441,FF,20161001,95.0,-0.86,6.0,202.0,642162,592804,,foul,9.0,R,R,COL,MIL,S,,,0.46,2.03,Roberto Ortiz,-0.049
6442,FF,20161001,94.7,-0.84,5.98,188.0,608596,592804,double,hit_into_play,7.0,R,R,COL,MIL,X,7.0,line_drive,-0.59,1.84,Roberto Ortiz,0.835
6443,FF,20161001,93.6,-0.8,6.09,181.0,608596,592804,,ball,11.0,R,R,COL,MIL,B,,,-1.41,2.73,Roberto Ortiz,0.053
6444,FF,20161001,95.0,-1.05,6.13,177.0,608596,592804,,foul,1.0,R,R,COL,MIL,S,,,-0.61,3.23,Roberto Ortiz,-0.143
6445,FF,20161001,94.8,-1.11,5.99,198.0,608596,592804,,called_strike,6.0,R,R,COL,MIL,S,,,0.41,2.25,Roberto Ortiz,-0.064
6446,CU,20161001,79.4,-1.07,6.14,34.0,608596,592804,,ball,14.0,R,R,COL,MIL,B,,,1.81,0.57,Roberto Ortiz,0.03
6447,FF,20161001,93.6,-1.03,5.86,196.0,506924,592804,field_out,hit_into_play,13.0,R,R,COL,MIL,X,5.0,ground_ball,-0.24,0.99,Roberto Ortiz,-0.591
6448,CU,20161001,78.3,-1.19,6.46,45.0,506924,592804,,ball,11.0,R,R,COL,MIL,B,,,-0.56,4.22,Roberto Ortiz,0.158
6449,FF,20161001,93.2,-1.02,6.04,194.0,506924,592804,,foul,5.0,R,R,COL,MIL,S,,,0.07,2.43,Roberto Ortiz,-0.11
6450,FF,20161001,93.8,-0.97,6.22,202.0,506924,592804,,ball,12.0,R,R,COL,MIL,B,,,0.64,4.69,Roberto Ortiz,0.083
6451,CU,20161001,79.4,-1.08,6.05,55.0,506924,592804,,blocked_ball,14.0,R,R,COL,MIL,B,,,1.7,0.5,Roberto Ortiz,0.048
6452,FF,20161001,94.7,-0.93,5.98,198.0,506924,592804,,called_strike,9.0,R,R,COL,MIL,S,,,0.82,1.5,Roberto Ortiz,-0.061
6453,FF,20161001,96.4,-0.9,5.91,210.0,641958,592804,single,hit_into_play,9.0,L,R,COL,MIL,X,8.0,line_drive,0.73,1.69,Roberto Ortiz,0.377
6454,FT,20161001,96.2,-1.8,5.86,232.0,542340,571539,strikeout,called_strike,14.0,L,R,COL,MIL,S,2.0,,0.89,2.38,Roberto Ortiz,-0.135
6455,FT,20161001,95.1,-1.77,5.91,227.0,542340,571539,,foul,14.0,L,R,COL,MIL,S,,,1.06,2.14,Roberto Ortiz,-0.044
6456,FT,20161001,95.5,-1.9,5.94,226.0,542340,571539,,called_strike,3.0,L,R,COL,MIL,S,,,0.79,2.82,Roberto Ortiz,-0.04
6457,FO,20161001,81.1,-1.99,5.91,238.0,444489,571539,strikeout,swinging_strike,6.0,R,R,COL,MIL,S,2.0,,0.56,2.19,Roberto Ortiz,-0.181
6458,CH,20161001,85.0,-2.52,5.47,261.0,444489,571539,,swinging_strike,13.0,R,R,COL,MIL,S,,,-0.2,1.25,Roberto Ortiz,-0.065
6459,FT,20161001,95.8,-2.07,5.7,223.0,444489,571539,,foul,13.0,R,R,COL,MIL,S,,,-0.21,1.34,Roberto Ortiz,-0.052
6460,FT,20161001,94.6,-1.97,6.11,223.0,571697,571539,single,hit_into_play,12.0,L,R,COL,MIL,X,5.0,ground_ball,0.2,3.4,Roberto Ortiz,0.276
6461,FF,20161001,96.0,-2.05,5.67,221.0,571697,571539,,foul,6.0,L,R,COL,MIL,S,,,0.29,2.16,Roberto Ortiz,-0.025
6462,FO,20161001,80.7,-1.85,6.01,266.0,455117,571539,field_out,hit_into_play,14.0,R,R,COL,MIL,X,6.0,line_drive,1.56,2.33,Roberto Ortiz,-0.208
6463,FO,20161001,81.3,-1.84,6.03,259.0,455117,571539,,foul,6.0,R,R,COL,MIL,S,,,0.77,2.44,Roberto Ortiz,0.0
6464,FT,20161001,95.6,-2.32,5.79,221.0,455117,571539,,called_strike,4.0,R,R,COL,MIL,S,,,-0.79,2.75,Roberto Ortiz,-0.062
6465,CH,20161001,86.6,-2.26,5.56,231.0,455117,571539,,foul,5.0,R,R,COL,MIL,S,,,0.2,2.23,Roberto Ortiz,-0.061
6466,FF,20161001,94.7,-2.25,5.76,211.0,455117,571539,,ball,13.0,R,R,COL,MIL,B,,,-1.41,1.67,Roberto Ortiz,0.059
6467,FT,20161001,94.1,-2.42,5.92,232.0,455117,571539,,ball,11.0,R,R,COL,MIL,B,,,-2.07,3.39,Roberto Ortiz,0.035
6468,KC,20161001,82.0,-1.47,6.01,48.0,621311,608349,force_out,hit_into_play,2.0,L,R,COL,MIL,X,6.0,ground_ball,0.08,2.98,Roberto Ortiz,-0.375
6469,FF,20161001,96.0,-1.51,5.77,195.0,621311,608349,,ball,13.0,L,R,COL,MIL,B,,,-1.6,2.06,Roberto Ortiz,0.02
6470,KC,20161001,82.0,-1.56,6.02,16.0,621311,608349,,called_strike,6.0,L,R,COL,MIL,S,,,0.37,2.5,Roberto Ortiz,-0.065
6471,FF,20161001,97.0,-1.35,5.87,181.0,471865,608349,single,hit_into_play,11.0,L,R,COL,MIL,X,7.0,line_drive,-1.34,3.09,Roberto Ortiz,0.956
6472,FF,20161001,96.2,-1.24,5.81,206.0,471865,608349,,ball,14.0,L,R,COL,MIL,B,,,0.75,0.82,Roberto Ortiz,0.073
6473,FF,20161001,95.7,-1.42,5.95,201.0,471865,608349,,ball,12.0,L,R,COL,MIL,B,,,0.71,4.41,Roberto Ortiz,0.02
6474,FF,20161001,96.6,-1.25,5.97,201.0,471865,608349,,swinging_strike,3.0,L,R,COL,MIL,S,,,0.81,3.6,Roberto Ortiz,-0.065
6475,FF,20161001,97.4,-1.05,6.05,196.0,571448,608349,field_out,hit_into_play,12.0,R,R,COL,MIL,X,9.0,fly_ball,1.09,2.54,Roberto Ortiz,-0.73
6476,FF,20161001,97.0,-1.3,5.86,188.0,571448,608349,,ball,13.0,R,R,COL,MIL,B,,,-1.27,1.66,Roberto Ortiz,0.178
6477,KC,20161001,81.7,-1.51,6.03,55.0,571448,608349,,called_strike,7.0,R,R,COL,MIL,S,,,-0.39,2.02,Roberto Ortiz,-0.096
6478,KC,20161001,83.1,-1.5,5.96,19.0,571448,608349,,ball,14.0,R,R,COL,MIL,B,,,0.99,1.2,Roberto Ortiz,0.088
6479,FF,20161001,97.5,-1.17,5.88,200.0,571448,608349,,ball,14.0,R,R,COL,MIL,B,,,1.45,1.82,Roberto Ortiz,0.081
6480,FF,20161001,96.5,-1.31,5.84,201.0,518614,608349,fielders_choice,hit_into_play,6.0,L,R,COL,MIL,X,4.0,ground_ball,0.82,2.52,Roberto Ortiz,-0.336
6481,FF,20161001,96.5,-1.5,5.82,188.0,518614,608349,,ball,11.0,L,R,COL,MIL,B,,,-1.34,2.49,Roberto Ortiz,0.038
6482,KC,20161001,81.6,-1.57,5.86,40.0,518614,608349,,called_strike,7.0,L,R,COL,MIL,S,,,-0.42,1.52,Roberto Ortiz,-0.052
6483,KC,20161001,82.2,-1.65,5.9,42.0,453568,608349,field_out,hit_into_play,7.0,L,R,COL,MIL,X,8.0,line_drive,-0.73,2.04,Roberto Ortiz,-0.371
6484,KC,20161001,82.2,-1.54,5.92,47.0,642162,608349,single,hit_into_play,8.0,R,R,COL,MIL,X,7.0,ground_ball,0.13,1.95,Roberto Ortiz,0.592
6485,FF,20161001,96.1,-1.29,5.89,211.0,642162,608349,,called_strike,6.0,R,R,COL,MIL,S,,,0.78,2.5,Roberto Ortiz,-0.067
6486,FF,20161001,96.5,-1.53,5.88,204.0,547172,608349,triple,hit_into_play,2.0,L,R,COL,MIL,X,8.0,line_drive,0.25,2.85,Roberto Ortiz,0.884
6487,FF,20161001,95.9,-1.6,5.85,191.0,547172,608349,,called_strike,1.0,L,R,COL,MIL,S,,,-0.3,2.64,Roberto Ortiz,-0.037
6488,FT,20161001,92.1,-1.41,6.06,226.0,606115,543475,field_out,hit_into_play,13.0,R,R,COL,MIL,X,5.0,ground_ball,-0.83,2.55,Roberto Ortiz,-0.249
6489,FT,20161001,92.2,-1.45,6.12,217.0,606115,543475,,foul,1.0,R,R,COL,MIL,S,,,-0.41,3.41,Roberto Ortiz,-0.107
6490,SL,20161001,89.4,-1.6,6.07,219.0,606115,543475,,foul,6.0,R,R,COL,MIL,S,,,0.35,2.33,Roberto Ortiz,-0.065
6491,FF,20161001,93.1,-1.46,5.96,213.0,541650,543475,single,hit_into_play,4.0,R,R,COL,MIL,X,8.0,ground_ball,-0.56,2.31,Roberto Ortiz,0.992
6492,FF,20161001,93.9,-1.61,5.94,191.0,474892,543475,walk,ball,13.0,R,R,COL,MIL,B,,,-1.28,1.91,Roberto Ortiz,0.07
6493,FT,20161001,92.1,-1.71,5.99,226.0,474892,543475,,ball,11.0,R,R,COL,MIL,B,,,-2.24,2.86,Roberto Ortiz,0.061
6494,CU,20161001,82.3,-1.41,5.99,20.0,474892,543475,,blocked_ball,13.0,R,R,COL,MIL,B,,,-0.08,0.4,Roberto Ortiz,0.032
6495,CU,20161001,81.9,-1.34,6.31,20.0,474892,543475,,ball,3.0,R,R,COL,MIL,B,,,0.76,3.56,Roberto Ortiz,0.025
6496,CH,20161001,74.6,-1.47,6.77,199.0,474892,543475,,foul_tip,9.0,R,R,COL,MIL,S,,,0.45,1.63,Roberto Ortiz,-0.048
6497,FF,20161001,93.6,-1.62,6.0,195.0,460075,543475,double,hit_into_play,11.0,R,R,COL,MIL,X,7.0,line_drive,-1.36,2.94,Roberto Ortiz,1.326
6498,FT,20161001,93.2,-1.63,5.91,219.0,460075,543475,,called_strike,13.0,R,R,COL,MIL,S,,,-0.91,2.48,Roberto Ortiz,-0.089
6499,SL,20161001,87.8,-2.21,5.85,113.0,570267,572750,walk,ball,14.0,R,R,COL,MIL,B,,,0.08,0.73,Roberto Ortiz,0.156
6500,SL,20161001,88.2,-2.12,5.92,94.0,570267,572750,,ball,13.0,R,R,COL,MIL,B,,,-0.83,1.67,Roberto Ortiz,0.07
6501,FT,20161001,95.6,-1.78,6.14,219.0,570267,572750,,ball,13.0,R,R,COL,MIL,B,,,-1.59,2.63,Roberto Ortiz,0.056
6502,FT,20161001,95.2,-1.68,6.02,213.0,570267,572750,,ball,13.0,R,R,COL,MIL,B,,,-1.04,2.46,Roberto Ortiz,0.038
6503,FF,20161001,93.4,-1.85,6.05,193.0,570267,572750,,called_strike,13.0,R,R,COL,MIL,S,,,-1.06,2.56,Roberto Ortiz,-0.052
6504,SL,20161001,86.3,-2.5,5.79,106.0,542340,572750,single,hit_into_play,7.0,L,R,COL,MIL,X,7.0,ground_ball,-0.75,1.72,Roberto Ortiz,0.298
6505,CH,20161001,86.2,-2.0,5.97,225.0,542340,572750,,called_strike,8.0,L,R,COL,MIL,S,,,0.0,1.88,Roberto Ortiz,-0.042
6506,CH,20161001,87.7,-1.97,5.92,218.0,542340,572750,,ball,13.0,L,R,COL,MIL,B,,,-0.51,1.32,Roberto Ortiz,0.021
6507,FF,20161001,94.1,-1.74,6.22,213.0,542340,572750,,foul,2.0,L,R,COL,MIL,S,,,0.15,3.2,Roberto Ortiz,-0.025
6508,SL,20161001,85.4,-1.94,6.35,97.0,500887,572750,field_out,hit_into_play,5.0,R,R,COL,MIL,X,8.0,line_drive,-0.14,2.69,Roberto Ortiz,-0.15
6509,FF,20161001,92.8,-1.75,6.09,201.0,500887,572750,,called_strike,8.0,R,R,COL,MIL,S,,,-0.15,1.65,Roberto Ortiz,-0.05
6510,SL,20161001,87.0,-1.98,6.1,158.0,500887,572750,,swinging_strike,14.0,R,R,COL,MIL,S,,,0.83,2.1,Roberto Ortiz,-0.037
6511,FC,20161001,93.0,-1.98,5.35,159.0,542436,448614,field_out,hit_into_play,5.0,L,R,COL,MIL,X,1.0,ground_ball,0.04,2.49,Roberto Ortiz,-0.378
6512,FF,20161001,93.7,-2.06,5.29,171.0,542436,448614,,ball,8.0,L,R,COL,MIL,B,,,-0.05,1.48,Roberto Ortiz,0.033
6513,CU,20161001,81.4,-2.1,5.58,61.0,542436,448614,,ball,13.0,L,R,COL,MIL,B,,,-1.29,1.33,Roberto Ortiz,0.033
6514,FC,20161001,92.9,-2.1,5.51,151.0,641958,448614,field_out,hit_into_play,3.0,L,R,COL,MIL,X,4.0,ground_ball,0.37,2.9,Roberto Ortiz,-0.263
6515,FC,20161001,93.6,-2.02,5.5,144.0,641958,448614,,foul,2.0,L,R,COL,MIL,S,,,-0.03,3.11,Roberto Ortiz,-0.073
6516,FC,20161001,93.2,-2.14,5.53,131.0,641958,448614,,called_strike,1.0,L,R,COL,MIL,S,,,-0.69,3.11,Roberto Ortiz,-0.062
6517,FF,20161001,94.0,-2.17,5.55,152.0,641958,448614,,ball,1.0,L,R,COL,MIL,B,,,-0.69,3.43,Roberto Ortiz,0.048
6518,FC,20161001,93.7,-2.06,5.42,161.0,621311,448614,single,hit_into_play,4.0,L,R,COL,MIL,X,7.0,ground_ball,-0.28,2.32,Roberto Ortiz,0.298
6519,FF,20161001,92.5,-2.19,5.37,182.0,621311,448614,,foul,4.0,L,R,COL,MIL,S,,,-0.34,2.42,Roberto Ortiz,0.0
6520,FF,20161001,93.3,-2.3,5.57,203.0,621311,448614,,ball,11.0,L,R,COL,MIL,B,,,-1.85,3.7,Roberto Ortiz,0.015
6521,CU,20161001,79.7,-2.05,5.84,57.0,621311,448614,,called_strike,13.0,L,R,COL,MIL,S,,,-0.95,2.47,Roberto Ortiz,-0.037
6522,FF,20161001,93.3,-1.97,5.39,209.0,621311,448614,,called_strike,6.0,L,R,COL,MIL,S,,,0.73,2.46,Roberto Ortiz,-0.025
6523,FF,20161001,94.1,-2.04,5.39,190.0,471865,448614,field_out,hit_into_play,14.0,L,R,COL,MIL,X,3.0,ground_ball,0.84,2.38,Roberto Ortiz,-0.237
6524,CU,20161001,82.9,-2.07,5.98,104.0,571697,572750,strikeout,swinging_strike,8.0,L,R,COL,MIL,S,2.0,,-0.08,1.62,Roberto Ortiz,-0.086
6525,FF,20161001,95.8,-1.81,6.31,190.0,571697,572750,,ball,11.0,L,R,COL,MIL,B,,,-1.12,4.9,Roberto Ortiz,0.015
6526,CH,20161001,89.2,-1.94,5.77,236.0,571697,572750,,foul,13.0,L,R,COL,MIL,S,,,-0.72,0.63,Roberto Ortiz,0.0
6527,CH,20161001,89.2,-2.02,5.8,236.0,571697,572750,,ball,13.0,L,R,COL,MIL,B,,,-0.28,0.62,Roberto Ortiz,0.008
6528,FF,20161001,95.0,-1.88,5.86,208.0,571697,572750,,foul,13.0,L,R,COL,MIL,S,,,-0.84,0.93,Roberto Ortiz,0.0
6529,FF,20161001,95.3,-1.62,6.22,205.0,571697,572750,,foul,12.0,L,R,COL,MIL,S,,,0.07,3.55,Roberto Ortiz,0.0
6530,FF,20161001,95.4,-1.74,6.21,184.0,571697,572750,,foul,1.0,L,R,COL,MIL,S,,,-0.76,2.96,Roberto Ortiz,0.0
6531,FF,20161001,94.4,-1.77,5.99,203.0,571697,572750,,called_strike,8.0,L,R,COL,MIL,S,,,0.06,1.98,Roberto Ortiz,-0.024
6532,FF,20161001,94.2,-1.73,6.14,199.0,571697,572750,,called_strike,3.0,L,R,COL,MIL,S,,,0.59,3.17,Roberto Ortiz,-0.016
6533,FF,20161001,93.9,-1.88,6.02,206.0,455117,572750,field_out,hit_into_play,4.0,R,R,COL,MIL,X,5.0,ground_ball,-0.77,2.59,Roberto Ortiz,-0.162
6534,FF,20161001,93.6,-1.63,6.11,209.0,606115,572750,strikeout,swinging_strike,12.0,R,R,COL,MIL,S,2.0,,0.85,2.71,Roberto Ortiz,-0.15
6535,CU,20161001,80.3,-2.06,6.29,114.0,606115,572750,,foul,7.0,R,R,COL,MIL,S,,,-0.58,2.05,Roberto Ortiz,-0.05
6536,SL,20161001,86.6,-2.34,6.13,118.0,606115,572750,,called_strike,2.0,R,R,COL,MIL,S,,,-0.21,3.04,Roberto Ortiz,-0.037
6537,FF,20161001,97.6,-0.4,6.08,194.0,571448,503449,field_out,hit_into_play,14.0,R,R,COL,MIL,X,4.0,ground_ball,1.27,2.07,Roberto Ortiz,-0.071
6538,SL,20161001,86.0,-0.66,6.23,185.0,571448,503449,,foul,12.0,R,R,COL,MIL,S,,,0.83,2.54,Roberto Ortiz,-0.025
6539,FF,20161001,95.8,-0.84,6.2,181.0,571448,503449,,called_strike,13.0,R,R,COL,MIL,S,,,-1.0,2.27,Roberto Ortiz,-0.02
6540,SL,20161001,84.4,-0.77,6.14,190.0,571448,503449,,ball,14.0,R,R,COL,MIL,B,,,0.94,1.37,Roberto Ortiz,0.013
6541,FT,20161001,96.8,-0.71,6.06,209.0,518614,503449,strikeout,called_strike,13.0,L,R,COL,MIL,S,2.0,,-0.9,1.75,Roberto Ortiz,-0.115
6542,FF,20161001,95.4,-0.86,6.25,210.0,518614,503449,,ball,11.0,L,R,COL,MIL,B,,,-0.28,3.91,Roberto Ortiz,0.015
6543,SL,20161001,82.7,-1.15,6.16,134.0,518614,503449,,foul,11.0,L,R,COL,MIL,S,,,-0.85,2.66,Roberto Ortiz,-0.037
6544,FF,20161001,95.7,-0.85,6.07,205.0,518614,503449,,called_strike,4.0,L,R,COL,MIL,S,,,-0.68,2.07,Roberto Ortiz,-0.025
6545,FT,20161001,95.6,-0.68,5.96,215.0,453568,503449,field_out,hit_into_play,13.0,L,R,COL,MIL,X,6.0,ground_ball,-0.63,0.75,Roberto Ortiz,-0.307
6546,SL,20161001,84.1,-1.14,6.27,124.0,453568,503449,,ball,11.0,L,R,COL,MIL,B,,,-1.3,3.96,Roberto Ortiz,0.099
6547,FF,20161001,96.7,-0.56,6.13,218.0,453568,503449,,foul,6.0,L,R,COL,MIL,S,,,0.48,2.47,Roberto Ortiz,0.0
6548,SL,20161001,82.5,-1.03,6.23,147.0,453568,503449,,swinging_strike,1.0,L,R,COL,MIL,S,,,-0.68,3.57,Roberto Ortiz,-0.062
6549,FF,20161001,94.8,-0.58,6.28,199.0,453568,503449,,ball,1.0,L,R,COL,MIL,B,,,-0.69,3.25,Roberto Ortiz,0.045
6550,FF,20161001,94.7,-0.7,6.42,228.0,453568,503449,,ball,12.0,L,R,COL,MIL,B,,,0.01,4.67,Roberto Ortiz,0.025
6551,SL,20161001,81.6,-1.06,6.3,154.0,453568,503449,,called_strike,5.0,L,R,COL,MIL,S,,,-0.17,2.51,Roberto Ortiz,-0.037
6552,SL,20161001,90.4,-1.82,5.95,190.0,541650,572750,field_out,hit_into_play,9.0,R,R,COL,MIL,X,4.0,ground_ball,0.63,2.04,Roberto Ortiz,-0.063
6553,FF,20161001,96.2,-1.85,5.93,209.0,541650,572750,,called_strike,9.0,R,R,COL,MIL,S,,,0.47,1.88,Roberto Ortiz,-0.024
6554,CH,20161001,88.9,-2.23,5.88,239.0,541650,572750,,called_strike,7.0,R,R,COL,MIL,S,,,-0.67,1.66,Roberto Ortiz,-0.016
6555,FF,20161001,96.1,-1.78,6.02,214.0,474892,572750,field_out,hit_into_play,7.0,R,R,COL,MIL,X,9.0,fly_ball,-0.52,2.21,Roberto Ortiz,-0.272
