,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
1530,3696,CU,20200927,73.4,-0.59,5.46,329.0,628338,502179,,ball,14.0,R,R,WAS,NYM,B,,,1.36,1.33,Junior Valentine,0.074
1531,3697,FF,20200927,90.7,-0.21,5.57,195.0,628338,502179,,foul,14.0,R,R,WAS,NYM,S,,,0.83,1.27,Junior Valentine,-0.078
1532,3698,FF,20200927,90.0,-0.44,5.55,196.0,642708,502179,single,hit_into_play,1.0,R,R,WAS,NYM,X,8.0,line_drive,-0.59,2.91,Junior Valentine,0.399
1533,3699,FF,20200927,91.0,-0.27,5.56,199.0,642708,502179,,ball,14.0,R,R,WAS,NYM,B,,,0.69,1.49,Junior Valentine,0.073
1534,3700,SL,20200927,81.3,-0.58,5.58,95.0,642708,502179,,ball,14.0,R,R,WAS,NYM,B,,,1.12,1.77,Junior Valentine,0.031
1535,3701,FF,20200927,90.3,-0.41,5.52,203.0,641645,502179,walk,ball,14.0,L,R,WAS,NYM,B,,,0.13,0.74,Junior Valentine,0.168
1536,3702,CH,20200927,84.2,-0.73,5.43,237.0,641645,502179,,ball,14.0,L,R,WAS,NYM,B,,,0.15,0.25,Junior Valentine,0.072
1537,3703,FF,20200927,91.6,-0.17,5.54,202.0,641645,502179,,ball,14.0,L,R,WAS,NYM,B,,,0.55,0.8,Junior Valentine,0.033
1538,3704,FF,20200927,91.2,-0.3,5.62,200.0,641645,502179,,foul,6.0,L,R,WAS,NYM,S,,,0.42,2.4,Junior Valentine,-0.033
1539,3705,FF,20200927,91.1,-0.44,5.58,204.0,641645,502179,,ball,11.0,L,R,WAS,NYM,B,,,-1.55,2.44,Junior Valentine,0.027
1540,3706,FF,20200927,92.6,-0.23,5.57,201.0,455139,502179,field_out,hit_into_play,6.0,R,R,WAS,NYM,X,4.0,ground_ball,0.82,2.07,Junior Valentine,-0.18
1541,3707,CU,20200927,70.6,-0.3,5.56,36.0,455139,502179,,swinging_strike,14.0,R,R,WAS,NYM,S,,,0.62,1.2,Junior Valentine,-0.06
1542,3708,CU,20200927,71.2,-0.44,5.5,35.0,455139,502179,,ball,14.0,R,R,WAS,NYM,B,,,1.33,-0.24,Junior Valentine,0.032
1543,3709,FF,20200927,91.2,-0.21,5.63,204.0,455139,502179,,foul,9.0,R,R,WAS,NYM,S,,,0.52,1.8,Junior Valentine,-0.042
1544,3710,FF,20200927,97.4,-1.33,6.26,228.0,543281,544727,field_out,hit_into_play,7.0,R,R,WAS,NYM,X,4.0,ground_ball,-0.33,1.43,Junior Valentine,-0.112
1545,3711,FF,20200927,97.3,-1.33,6.35,230.0,571788,544727,field_out,hit_into_play,5.0,L,R,WAS,NYM,X,7.0,fly_ball,-0.09,2.66,Junior Valentine,-0.168
1546,3712,SL,20200927,90.5,-1.55,6.27,232.0,543228,544727,field_out,hit_into_play,6.0,R,R,WAS,NYM,X,6.0,ground_ball,0.34,2.22,Junior Valentine,-0.209
1547,3713,FF,20200927,97.0,-1.37,6.29,230.0,543228,544727,,called_strike,4.0,R,R,WAS,NYM,S,,,-0.34,1.92,Junior Valentine,-0.042
1548,3714,SI,20200927,91.3,-3.17,6.24,211.0,453943,641851,strikeout,called_strike,6.0,R,R,WAS,NYM,S,2.0,,0.32,2.21,Junior Valentine,-0.078
1549,3715,SL,20200927,82.2,-3.34,6.18,71.0,453943,641851,,foul,8.0,R,R,WAS,NYM,S,,,-0.15,1.93,Junior Valentine,-0.029
1550,3716,SI,20200927,90.9,-3.08,6.18,216.0,453943,641851,,called_strike,6.0,R,R,WAS,NYM,S,,,0.76,2.08,Junior Valentine,-0.022
1551,3717,SL,20200927,82.0,-3.3,6.19,55.0,453943,641851,,ball,14.0,R,R,WAS,NYM,B,,,0.14,1.29,Junior Valentine,0.018
1552,3718,SL,20200927,83.2,-3.34,6.11,77.0,624413,641851,home_run,hit_into_play,9.0,R,R,WAS,NYM,X,,fly_ball,0.73,1.67,Junior Valentine,1.016
1553,3719,SI,20200927,91.8,-3.22,6.15,209.0,624413,641851,,called_strike,2.0,R,R,WAS,NYM,S,,,0.27,2.76,Junior Valentine,-0.032
1554,3720,SI,20200927,91.8,-3.2,6.13,217.0,624413,641851,,called_strike,9.0,R,R,WAS,NYM,S,,,0.32,2.08,Junior Valentine,-0.028
1555,3721,SL,20200927,82.4,-3.29,6.22,66.0,624413,641851,,ball,14.0,R,R,WAS,NYM,B,,,0.95,1.28,Junior Valentine,0.027
1556,3722,FF,20200927,92.2,-3.08,6.26,215.0,624413,641851,,ball,14.0,R,R,WAS,NYM,B,,,2.21,2.24,Junior Valentine,0.018
1557,3723,SL,20200927,81.7,-3.21,6.18,71.0,605204,641851,strikeout,foul_tip,5.0,R,R,WAS,NYM,S,2.0,,-0.14,2.66,Junior Valentine,-0.208
1558,3724,FF,20200927,91.5,-2.93,6.36,211.0,605204,641851,,foul,3.0,R,R,WAS,NYM,S,,,0.52,3.32,Junior Valentine,0.0
1559,3725,FF,20200927,91.3,-3.1,6.24,209.0,605204,641851,,called_strike,6.0,R,R,WAS,NYM,S,,,0.56,2.69,Junior Valentine,-0.058
1560,3726,SL,20200927,81.9,-3.25,6.23,64.0,605204,641851,,ball,14.0,R,R,WAS,NYM,B,,,1.11,2.1,Junior Valentine,0.072
1561,3727,SL,20200927,82.1,-3.32,6.16,74.0,605204,641851,,swinging_strike,5.0,R,R,WAS,NYM,S,,,-0.07,2.53,Junior Valentine,-0.039
1562,3728,FF,20200927,91.2,-3.16,6.29,212.0,605204,641851,,ball,3.0,R,R,WAS,NYM,B,,,0.72,2.92,Junior Valentine,0.04
1563,3729,SL,20200927,82.0,-3.25,6.2,64.0,605204,641851,,ball,14.0,R,R,WAS,NYM,B,,,1.03,1.89,Junior Valentine,0.027
1564,3730,SL,20200927,82.2,-3.29,6.3,51.0,607043,641851,strikeout,swinging_strike_blocked,14.0,L,R,WAS,NYM,S,2.0,,0.57,0.64,Junior Valentine,-0.153
1565,3731,SL,20200927,81.2,-3.15,6.31,70.0,607043,641851,,foul,9.0,L,R,WAS,NYM,S,,,0.55,2.18,Junior Valentine,-0.056
1566,3732,SI,20200927,90.3,-3.31,6.26,215.0,607043,641851,,called_strike,4.0,L,R,WAS,NYM,S,,,-0.61,2.98,Junior Valentine,-0.042
1567,3733,FF,20200927,93.0,-2.46,5.55,239.0,628450,453172,strikeout,swinging_strike,12.0,L,R,WAS,NYM,S,2.0,,0.64,3.54,Junior Valentine,-0.662
1568,3734,CU,20200927,81.9,-2.67,5.12,59.0,628450,453172,,blocked_ball,14.0,L,R,WAS,NYM,B,,,0.67,0.47,Junior Valentine,0.137
1569,3735,CH,20200927,85.5,-2.71,5.11,250.0,628450,453172,,swinging_strike,7.0,L,R,WAS,NYM,S,,,-0.34,1.7,Junior Valentine,-0.18
1570,3736,CH,20200927,83.2,-2.68,5.21,257.0,628450,453172,,ball,13.0,L,R,WAS,NYM,B,,,-1.61,0.77,Junior Valentine,0.075
1571,3737,SI,20200927,91.2,-2.74,5.13,246.0,628450,453172,,foul,14.0,L,R,WAS,NYM,S,,,0.3,0.95,Junior Valentine,-0.107
1572,3738,CH,20200927,84.9,-2.55,5.27,248.0,669738,453172,strikeout,swinging_strike,13.0,R,R,WAS,NYM,S,2.0,,-0.38,1.4,Junior Valentine,-0.564
1573,3739,SI,20200927,91.9,-2.79,5.29,245.0,669738,453172,,foul,7.0,R,R,WAS,NYM,S,,,-0.82,1.95,Junior Valentine,0.0
1574,3740,SI,20200927,93.0,-2.55,5.15,254.0,669738,453172,,foul,9.0,R,R,WAS,NYM,S,,,0.5,1.86,Junior Valentine,0.0
1575,3741,CU,20200927,77.4,-2.31,5.3,84.0,669738,453172,,ball,13.0,R,R,WAS,NYM,B,,,-1.72,2.08,Junior Valentine,0.03
1576,3742,CU,20200927,79.6,-2.55,5.27,62.0,669738,453172,,swinging_strike,13.0,R,R,WAS,NYM,S,,,-0.06,1.37,Junior Valentine,-0.146
1577,3743,SI,20200927,91.5,-2.68,5.32,251.0,669738,453172,,called_strike,2.0,R,R,WAS,NYM,S,,,-0.15,2.59,Junior Valentine,-0.182
1578,3744,SI,20200927,91.6,-2.52,5.36,248.0,607208,453172,walk,blocked_ball,11.0,R,R,WAS,NYM,B,,,-1.39,2.57,Junior Valentine,0.862
1579,3745,CH,20200927,84.8,-2.54,5.38,244.0,607208,453172,,ball,14.0,R,R,WAS,NYM,B,,,0.51,1.56,Junior Valentine,0.365
1580,3746,SI,20200927,91.6,-2.59,5.25,257.0,607208,453172,,ball,14.0,R,R,WAS,NYM,B,,,1.02,1.41,Junior Valentine,0.071
1581,3747,SI,20200927,91.9,-2.51,5.45,240.0,607208,453172,,swinging_strike,9.0,R,R,WAS,NYM,S,,,0.79,1.7,Junior Valentine,-0.179
1582,3748,CU,20200927,80.1,-2.58,5.24,66.0,607208,453172,,swinging_strike,14.0,R,R,WAS,NYM,S,,,1.67,1.45,Junior Valentine,-0.218
1583,3749,SI,20200927,91.4,-2.58,5.27,247.0,607208,453172,,ball,14.0,R,R,WAS,NYM,B,,,1.01,2.23,Junior Valentine,0.099
1584,3750,KC,20200927,83.4,-1.87,5.68,67.0,664057,476454,walk,ball,14.0,L,R,WAS,NYM,B,,,0.05,1.2,Junior Valentine,0.379
1585,3751,KC,20200927,83.5,-2.01,5.55,56.0,664057,476454,,ball,14.0,L,R,WAS,NYM,B,,,1.29,1.03,Junior Valentine,0.102
1586,3752,SL,20200927,87.0,-1.82,5.67,49.0,664057,476454,,ball,14.0,L,R,WAS,NYM,B,,,0.86,1.27,Junior Valentine,0.063
1587,3753,FF,20200927,94.4,-1.9,5.7,204.0,664057,476454,,foul,6.0,L,R,WAS,NYM,S,,,0.42,2.5,Junior Valentine,-0.128
1588,3754,FF,20200927,95.0,-1.74,5.85,207.0,664057,476454,,ball,12.0,L,R,WAS,NYM,B,,,0.16,4.78,Junior Valentine,0.009
1589,3755,KC,20200927,83.0,-2.13,5.64,67.0,664057,476454,,called_strike,4.0,L,R,WAS,NYM,S,,,-0.76,2.08,Junior Valentine,-0.068
1590,3756,KC,20200927,84.5,-1.89,5.72,70.0,572191,476454,strikeout,called_strike,3.0,R,R,WAS,NYM,S,2.0,,0.34,2.93,Junior Valentine,-0.653
1591,3757,FF,20200927,94.3,-1.56,5.88,210.0,572191,476454,,ball,14.0,R,R,WAS,NYM,B,,,1.51,1.89,Junior Valentine,0.187
1592,3758,KC,20200927,84.4,-1.78,5.7,66.0,572191,476454,,foul,9.0,R,R,WAS,NYM,S,,,0.76,1.9,Junior Valentine,0.0
1593,3759,KC,20200927,83.8,-1.89,5.69,61.0,572191,476454,,called_strike,8.0,R,R,WAS,NYM,S,,,0.23,1.57,Junior Valentine,-0.186
1594,3760,FF,20200927,93.8,-1.59,5.92,205.0,572191,476454,,ball,11.0,R,R,WAS,NYM,B,,,-2.09,3.73,Junior Valentine,0.177
1595,3761,KC,20200927,83.6,-1.86,5.63,58.0,572191,476454,,swinging_strike,14.0,R,R,WAS,NYM,S,,,0.92,1.08,Junior Valentine,-0.158
1596,3762,KC,20200927,83.5,-1.92,5.7,53.0,572191,476454,,ball,14.0,R,R,WAS,NYM,B,,,1.39,1.41,Junior Valentine,0.049
1597,3763,KC,20200927,84.0,-1.94,5.68,64.0,671277,476454,single,hit_into_play,3.0,L,R,WAS,NYM,X,8.0,line_drive,0.62,3.26,Junior Valentine,1.014
1598,3764,FF,20200927,96.0,-1.76,5.7,212.0,543281,476454,walk,ball,14.0,R,R,WAS,NYM,B,,,1.25,1.46,Junior Valentine,0.311
1599,3765,FF,20200927,94.4,-1.86,5.7,211.0,543281,476454,,ball,11.0,R,R,WAS,NYM,B,,,-1.77,4.4,Junior Valentine,0.168
1600,3766,FF,20200927,95.9,-1.79,5.82,216.0,543281,476454,,ball,14.0,R,R,WAS,NYM,B,,,0.86,2.38,Junior Valentine,0.065
1601,3767,KC,20200927,83.4,-1.9,5.68,59.0,543281,476454,,called_strike,3.0,R,R,WAS,NYM,S,,,0.5,3.05,Junior Valentine,-0.11
1602,3768,KC,20200927,84.9,-1.97,5.69,66.0,543281,476454,,ball,12.0,R,R,WAS,NYM,B,,,1.35,2.75,Junior Valentine,0.042
1603,3769,FF,20200927,95.7,-1.78,5.68,224.0,571788,476454,double,hit_into_play,5.0,L,R,WAS,NYM,X,7.0,line_drive,-0.11,2.29,Junior Valentine,1.087
1604,3770,FF,20200927,95.6,-1.86,5.66,211.0,571788,476454,,swinging_strike,14.0,L,R,WAS,NYM,S,,,0.97,1.3,Junior Valentine,-0.071
1605,3771,FF,20200927,95.1,-1.75,5.69,222.0,571788,476454,,ball,14.0,L,R,WAS,NYM,B,,,1.46,1.83,Junior Valentine,0.039
1606,3772,FF,20200927,94.7,-1.9,5.77,213.0,543228,476454,walk,ball,14.0,R,R,WAS,NYM,B,,,0.32,1.36,Junior Valentine,0.161
1607,3773,FF,20200927,93.3,-1.83,5.77,213.0,543228,476454,,ball,11.0,R,R,WAS,NYM,B,,,-0.39,3.62,Junior Valentine,0.14
1608,3774,FF,20200927,94.8,-1.8,5.72,224.0,543228,476454,,ball,9.0,R,R,WAS,NYM,B,,,0.28,1.62,Junior Valentine,0.06
1609,3775,FF,20200927,95.1,-1.78,5.71,225.0,543228,476454,,ball,11.0,R,R,WAS,NYM,B,,,-1.42,2.74,Junior Valentine,0.041
1610,3776,SI,20200927,90.8,-3.26,6.17,218.0,641477,641851,field_out,hit_into_play,8.0,R,R,WAS,NYM,X,6.0,ground_ball,0.19,2.08,Junior Valentine,-0.359
1611,3777,SI,20200927,89.7,-3.33,6.23,214.0,641477,641851,,called_strike,4.0,R,R,WAS,NYM,S,,,-0.35,2.47,Junior Valentine,-0.033
1612,3778,SI,20200927,90.2,-3.23,6.24,209.0,641477,641851,,ball,14.0,R,R,WAS,NYM,B,,,0.83,1.84,Junior Valentine,0.064
1613,3779,SL,20200927,81.9,-3.23,6.14,66.0,641477,641851,,ball,14.0,R,R,WAS,NYM,B,,,1.81,1.59,Junior Valentine,0.044
1614,3780,SL,20200927,82.6,-3.38,6.15,79.0,641477,641851,,ball,14.0,R,R,WAS,NYM,B,,,1.72,1.58,Junior Valentine,0.033
1615,3781,SI,20200927,89.8,-3.34,6.27,213.0,628338,641851,field_out,hit_into_play,1.0,R,R,WAS,NYM,X,9.0,fly_ball,-0.45,2.79,Junior Valentine,-0.33
1616,3782,SL,20200927,80.9,-3.46,6.11,86.0,628338,641851,,ball,11.0,R,R,WAS,NYM,B,,,-0.26,3.52,Junior Valentine,0.031
1617,3783,SL,20200927,82.8,-3.12,6.17,66.0,642708,641851,single,hit_into_play,8.0,R,R,WAS,NYM,X,6.0,ground_ball,0.27,1.75,Junior Valentine,0.315
1618,3784,SL,20200927,83.0,-3.09,6.25,51.0,642708,641851,,foul,8.0,R,R,WAS,NYM,S,,,0.03,1.7,Junior Valentine,-0.044
1619,3785,SL,20200927,82.7,-3.37,6.09,124.0,642708,641851,,foul,2.0,R,R,WAS,NYM,S,,,-0.25,3.29,Junior Valentine,-0.033
1620,3786,SL,20200927,80.9,-3.29,6.21,63.0,642708,641851,,ball,11.0,R,R,WAS,NYM,B,,,-0.84,2.92,Junior Valentine,0.027
1621,3787,SL,20200927,81.3,-3.4,6.22,68.0,641645,641851,field_out,hit_into_play,4.0,L,R,WAS,NYM,X,4.0,ground_ball,-0.39,1.99,Junior Valentine,-0.215
1622,3788,FF,20200927,91.8,-3.03,6.34,218.0,641645,641851,,foul,2.0,L,R,WAS,NYM,S,,,-0.08,3.08,Junior Valentine,0.0
1623,3789,SL,20200927,81.6,-3.19,6.26,84.0,641645,641851,,foul,6.0,L,R,WAS,NYM,S,,,0.32,2.1,Junior Valentine,0.0
1624,3790,SL,20200927,83.4,-3.3,6.13,65.0,641645,641851,,ball,14.0,L,R,WAS,NYM,B,,,0.58,-0.13,Junior Valentine,0.035
1625,3791,SL,20200927,82.2,-3.28,6.2,66.0,641645,641851,,called_strike,1.0,L,R,WAS,NYM,S,,,-0.38,2.68,Junior Valentine,-0.06
1626,3792,SL,20200927,82.0,-3.32,6.22,48.0,641645,641851,,ball,14.0,L,R,WAS,NYM,B,,,0.53,0.49,Junior Valentine,0.032
1627,3793,SL,20200927,81.6,-3.37,6.25,66.0,641645,641851,,called_strike,6.0,L,R,WAS,NYM,S,,,0.41,1.96,Junior Valentine,-0.042
1628,3794,SI,20200927,94.5,2.05,5.51,126.0,628450,571927,strikeout,swinging_strike,3.0,L,L,WAS,NYM,S,2.0,,0.7,3.12,Junior Valentine,-0.216
1629,3795,CH,20200927,85.2,1.99,5.4,98.0,628450,571927,,foul,6.0,L,L,WAS,NYM,S,,,0.29,2.18,Junior Valentine,0.0
1630,3796,SI,20200927,93.7,2.0,5.46,120.0,628450,571927,,swinging_strike,5.0,L,L,WAS,NYM,S,,,-0.2,2.38,Junior Valentine,-0.064
1631,3797,SL,20200927,89.8,1.93,5.46,129.0,628450,571927,,ball,11.0,L,L,WAS,NYM,B,,,-1.68,2.35,Junior Valentine,0.046
1632,3798,SI,20200927,93.7,1.82,5.7,118.0,628450,571927,,ball,12.0,L,L,WAS,NYM,B,,,1.57,3.47,Junior Valentine,0.023
1633,3799,SI,20200927,94.1,1.75,5.63,126.0,628450,571927,,foul,11.0,L,L,WAS,NYM,S,,,-0.92,2.4,Junior Valentine,-0.041
1634,3800,SI,20200927,95.0,1.84,5.68,127.0,669738,571927,single,hit_into_play,9.0,R,L,WAS,NYM,X,8.0,ground_ball,0.38,2.08,Junior Valentine,0.154
1635,3801,SI,20200927,95.1,1.75,5.65,133.0,669738,571927,,ball,11.0,R,L,WAS,NYM,B,,,-1.01,3.26,Junior Valentine,0.018
1636,3802,CU,20200927,77.9,1.91,5.48,318.0,669738,571927,,foul,14.0,R,L,WAS,NYM,S,,,0.27,0.83,Junior Valentine,0.0
1637,3803,SI,20200927,94.7,1.81,5.57,127.0,669738,571927,,foul,1.0,R,L,WAS,NYM,S,,,-0.39,3.0,Junior Valentine,0.0
1638,3804,CH,20200927,85.2,1.95,5.41,95.0,669738,571927,,ball,14.0,R,L,WAS,NYM,B,,,1.46,0.49,Junior Valentine,0.011
1639,3805,SI,20200927,94.7,1.59,5.68,124.0,669738,571927,,foul,2.0,R,L,WAS,NYM,S,,,0.15,3.58,Junior Valentine,0.0
1640,3806,SI,20200927,94.7,1.64,5.66,122.0,669738,571927,,foul,4.0,R,L,WAS,NYM,S,,,-0.4,2.6,Junior Valentine,0.0
1641,3807,CH,20200927,85.8,1.89,5.48,100.0,669738,571927,,foul,14.0,R,L,WAS,NYM,S,,,0.86,2.05,Junior Valentine,-0.027
1642,3808,CH,20200927,86.7,1.9,5.52,97.0,669738,571927,,swinging_strike,14.0,R,L,WAS,NYM,S,,,0.9,1.99,Junior Valentine,-0.017
