,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
158916,SI,20190822,97.5,0.85,6.74,132.0,600524,621237,,called_strike,5.0,R,L,BAL,TB,S,,,-0.1,2.69,John Bacon,-0.067
158917,SI,20190822,96.7,0.66,6.71,138.0,623993,621237,walk,blocked_ball,13.0,R,L,BAL,TB,B,,,-1.24,0.77,John Bacon,0.249
158918,SI,20190822,97.0,0.89,6.67,142.0,623993,621237,,called_strike,9.0,R,L,BAL,TB,S,,,0.28,1.68,John Bacon,-0.078
158919,SI,20190822,96.6,0.75,6.67,145.0,623993,621237,,ball,13.0,R,L,BAL,TB,B,,,-1.03,1.66,John Bacon,0.136
158920,SI,20190822,96.2,0.85,6.65,135.0,623993,621237,,ball,13.0,R,L,BAL,TB,B,,,-0.45,1.33,John Bacon,0.068
158921,SI,20190822,97.0,0.93,6.66,140.0,623993,621237,,ball,13.0,R,L,BAL,TB,B,,,-1.38,1.0,John Bacon,0.037
158922,CH,20190822,87.0,2.94,5.24,127.0,519299,643316,field_out,hit_into_play,6.0,L,L,BAL,TB,X,7.0,line_drive,0.7,2.1,John Bacon,-0.204
158923,FF,20190822,90.8,3.07,5.2,151.0,519299,643316,,called_strike,9.0,L,L,BAL,TB,S,,,0.34,1.85,John Bacon,-0.041
158924,FF,20190822,90.8,2.93,5.29,167.0,642715,643316,single,hit_into_play,5.0,R,L,BAL,TB,X,8.0,ground_ball,-0.01,2.5,John Bacon,0.088
158925,SL,20190822,83.6,2.92,5.19,283.0,642715,643316,,ball,13.0,R,L,BAL,TB,B,,,-1.21,1.92,John Bacon,0.025
158926,CH,20190822,87.8,2.9,5.18,143.0,642715,643316,,ball,14.0,R,L,BAL,TB,B,,,0.07,1.1,John Bacon,0.015
158927,FF,20190822,90.1,2.83,5.19,170.0,622110,643316,strikeout,called_strike,8.0,R,L,BAL,TB,S,2.0,,0.21,1.81,John Bacon,-0.231
158928,FF,20190822,90.1,2.81,5.32,166.0,622110,643316,,foul,5.0,R,L,BAL,TB,S,,,-0.11,2.34,John Bacon,-0.061
158929,SL,20190822,83.4,2.87,5.19,288.0,622110,643316,,ball,13.0,R,L,BAL,TB,B,,,-1.56,0.44,John Bacon,0.083
158930,FF,20190822,89.6,2.8,5.32,177.0,622110,643316,,ball,13.0,R,L,BAL,TB,B,,,-1.14,2.21,John Bacon,0.04
158931,SL,20190822,83.1,2.97,5.17,279.0,622110,643316,,called_strike,4.0,R,L,BAL,TB,S,,,-0.4,2.37,John Bacon,-0.037
158932,CH,20190822,85.4,2.88,5.29,145.0,622110,643316,,ball,13.0,R,L,BAL,TB,B,,,-0.11,1.29,John Bacon,0.028
158933,SL,20190822,82.7,2.95,5.15,280.0,542583,643316,field_out,hit_into_play,5.0,R,L,BAL,TB,X,4.0,ground_ball,-0.19,2.51,John Bacon,-0.217
158934,FF,20190822,89.6,2.77,5.34,177.0,542583,643316,,foul,8.0,R,L,BAL,TB,S,,,-0.17,2.25,John Bacon,-0.073
158935,SL,20190822,82.9,2.94,5.24,291.0,542583,643316,,ball,13.0,R,L,BAL,TB,B,,,-0.3,1.19,John Bacon,0.054
158936,SL,20190822,82.5,2.86,5.2,279.0,542583,643316,,swinging_strike,13.0,R,L,BAL,TB,S,,,-0.96,1.29,John Bacon,-0.05
158937,SL,20190822,80.9,2.89,5.29,296.0,542583,643316,,ball,12.0,R,L,BAL,TB,B,,,2.15,2.94,John Bacon,0.037
158938,SL,20190822,81.3,-3.4,5.95,84.0,641820,475054,strikeout,swinging_strike,8.0,R,R,BAL,TB,S,2.0,,0.18,1.78,John Bacon,-0.459
158939,SL,20190822,81.5,-2.09,6.08,87.0,641820,475054,,foul,7.0,R,R,BAL,TB,S,,,-0.69,2.32,John Bacon,-0.129
158940,SL,20190822,80.1,-2.19,6.0,84.0,641820,475054,,ball,11.0,R,R,BAL,TB,B,,,-1.86,2.89,John Bacon,0.095
158941,FT,20190822,92.9,-2.14,5.94,228.0,641820,475054,,ball,12.0,R,R,BAL,TB,B,,,1.25,3.15,John Bacon,0.044
158942,SL,20190822,82.2,-2.32,5.99,100.0,641820,475054,,called_strike,11.0,R,R,BAL,TB,S,,,-0.84,3.68,John Bacon,-0.055
158943,SL,20190822,81.4,-2.15,6.06,91.0,641820,475054,,ball,14.0,R,R,BAL,TB,B,,,0.85,2.77,John Bacon,0.046
158944,SL,20190822,81.8,-2.0,6.2,87.0,593643,475054,force_out,hit_into_play,6.0,R,R,BAL,TB,X,6.0,ground_ball,0.44,2.63,John Bacon,-0.662
158945,FT,20190822,92.6,-2.23,5.96,258.0,593643,475054,,swinging_strike,4.0,R,R,BAL,TB,S,,,-0.43,2.28,John Bacon,-0.128
158946,SL,20190822,82.7,-2.29,5.96,103.0,593643,475054,,ball,14.0,R,R,BAL,TB,B,,,2.46,2.0,John Bacon,0.126
158947,SL,20190822,81.9,-2.13,6.02,95.0,593643,475054,,ball,14.0,R,R,BAL,TB,B,,,1.27,2.48,John Bacon,0.067
158948,FF,20190822,93.6,1.69,6.37,169.0,607054,621363,hit_by_pitch,hit_by_pitch,12.0,L,L,BAL,TB,B,,,1.09,4.33,John Bacon,0.517
158949,FF,20190822,92.7,1.63,6.31,173.0,607054,621363,,ball,11.0,L,L,BAL,TB,B,,,-0.9,2.66,John Bacon,0.026
158950,FF,20190822,93.1,1.51,6.39,169.0,607054,621363,,foul,5.0,L,L,BAL,TB,S,,,-0.07,2.66,John Bacon,0.0
158951,FF,20190822,92.6,1.86,6.27,175.0,607054,621363,,swinging_strike,6.0,L,L,BAL,TB,S,,,0.3,2.53,John Bacon,-0.066
158952,FF,20190822,92.4,1.49,6.29,173.0,607054,621363,,swinging_strike,12.0,L,L,BAL,TB,S,,,0.52,3.44,John Bacon,-0.055
158953,FF,20190822,94.0,1.64,6.27,169.0,592859,621363,hit_by_pitch,hit_by_pitch,11.0,R,L,BAL,TB,B,,,-1.63,3.44,John Bacon,0.279
158954,FF,20190822,93.2,1.5,6.25,166.0,592859,621363,,ball,13.0,R,L,BAL,TB,B,,,-0.61,0.49,John Bacon,0.022
158955,FF,20190822,93.1,1.39,6.32,167.0,592859,621363,,called_strike,8.0,R,L,BAL,TB,S,,,0.13,1.8,John Bacon,-0.03
158956,FF,20190822,93.5,1.55,6.28,166.0,621466,621363,field_out,hit_into_play,5.0,L,L,BAL,TB,X,7.0,fly_ball,-0.14,2.03,John Bacon,-0.236
158957,CU,20190822,85.7,1.42,6.34,241.0,621466,621363,,ball,13.0,L,L,BAL,TB,B,,,-0.89,0.65,John Bacon,0.027
158958,FF,20190822,92.6,1.65,6.4,168.0,621466,621363,,swinging_strike,6.0,L,L,BAL,TB,S,,,0.44,2.52,John Bacon,-0.039
158959,FF,20190822,91.6,2.82,5.26,169.0,595281,643316,strikeout,swinging_strike,2.0,L,L,BAL,TB,S,2.0,,0.04,3.07,John Bacon,-0.099
158960,FF,20190822,90.5,2.82,5.25,176.0,595281,643316,,foul,8.0,L,L,BAL,TB,S,,,-0.02,2.11,John Bacon,-0.033
158961,SL,20190822,84.0,3.03,5.19,294.0,595281,643316,,ball,13.0,L,L,BAL,TB,B,,,-0.91,0.75,John Bacon,0.024
158962,FF,20190822,90.5,2.81,5.28,170.0,595281,643316,,called_strike,13.0,L,L,BAL,TB,S,,,-0.96,1.87,John Bacon,-0.021
158963,SL,20190822,84.0,2.92,5.24,298.0,595281,643316,,ball,13.0,L,L,BAL,TB,B,,,-0.63,1.21,John Bacon,0.015
158964,FF,20190822,89.6,2.85,5.32,166.0,518595,643316,field_out,hit_into_play,4.0,R,L,BAL,TB,X,5.0,ground_ball,-0.67,2.28,John Bacon,-0.169
158965,SL,20190822,82.6,2.95,5.23,302.0,518595,643316,,ball,14.0,R,L,BAL,TB,B,,,2.54,1.92,John Bacon,0.022
158966,FF,20190822,89.6,2.97,5.4,165.0,518595,643316,,called_strike,9.0,R,L,BAL,TB,S,,,0.64,1.66,John Bacon,-0.03
158967,FF,20190822,89.0,2.88,5.38,184.0,596847,643316,field_out,hit_into_play,7.0,L,L,BAL,TB,X,5.0,line_drive,-0.75,2.05,John Bacon,-0.285
158968,SL,20190822,81.8,3.15,5.3,306.0,596847,643316,,ball,13.0,L,L,BAL,TB,B,,,-0.14,1.12,John Bacon,0.037
158969,FF,20190822,93.8,1.83,6.45,172.0,600474,543118,strikeout,swinging_strike,14.0,R,R,BAL,TB,S,2.0,,1.46,1.77,John Bacon,-0.332
158970,FS,20190822,84.3,1.39,6.29,222.0,600474,543118,,blocked_ball,13.0,R,R,BAL,TB,B,,,-0.28,0.31,John Bacon,0.049
158971,FS,20190822,84.4,1.15,6.24,249.0,600474,543118,,foul,8.0,R,R,BAL,TB,S,,,-0.23,1.76,John Bacon,0.0
158972,FF,20190822,93.7,1.4,6.4,178.0,600474,543118,,foul,3.0,R,R,BAL,TB,S,,,0.43,3.23,John Bacon,-0.104
158973,FF,20190822,93.1,1.83,6.36,173.0,600474,543118,,called_strike,6.0,R,R,BAL,TB,S,,,0.81,2.28,John Bacon,-0.071
158974,FS,20190822,84.3,1.73,6.27,212.0,542340,543118,field_out,hit_into_play,11.0,L,R,BAL,TB,X,8.0,fly_ball,-0.88,3.46,John Bacon,-0.642
158975,FS,20190822,85.4,1.36,6.31,210.0,542340,543118,,blocked_ball,13.0,L,R,BAL,TB,B,,,-0.25,0.63,John Bacon,0.195
158976,FS,20190822,84.6,1.28,6.22,218.0,542340,543118,,blocked_ball,14.0,L,R,BAL,TB,B,,,0.45,0.79,John Bacon,0.077
158977,FS,20190822,84.9,1.53,6.32,202.0,542340,543118,,foul,5.0,L,R,BAL,TB,S,,,-0.05,2.47,John Bacon,0.0
158978,FF,20190822,93.6,1.43,6.4,182.0,542340,543118,,foul,11.0,L,R,BAL,TB,S,,,-0.45,3.53,John Bacon,0.0
158979,FF,20190822,94.2,1.18,6.29,186.0,542340,543118,,foul,2.0,L,R,BAL,TB,S,,,0.16,2.93,John Bacon,0.0
158980,FS,20190822,85.5,1.3,6.28,227.0,542340,543118,,foul,7.0,L,R,BAL,TB,S,,,-0.66,1.76,John Bacon,0.0
158981,FF,20190822,94.4,1.41,6.4,183.0,542340,543118,,foul,12.0,L,R,BAL,TB,S,,,0.1,3.75,John Bacon,0.0
158982,FS,20190822,83.9,1.58,6.28,220.0,542340,543118,,called_strike,14.0,L,R,BAL,TB,S,,,0.46,1.42,John Bacon,-0.136
158983,FS,20190822,84.0,1.7,6.38,217.0,542340,543118,,called_strike,5.0,L,R,BAL,TB,S,,,0.09,2.6,John Bacon,-0.084
158984,FS,20190822,83.4,1.53,6.39,211.0,542340,543118,,ball,4.0,L,R,BAL,TB,B,,,-0.76,2.18,John Bacon,0.067
158985,FF,20190822,92.7,1.81,6.34,169.0,600524,543118,walk,ball,14.0,R,R,BAL,TB,B,,,0.62,1.3,John Bacon,0.25
158986,FF,20190822,92.4,1.74,6.27,177.0,600524,543118,,ball,13.0,R,R,BAL,TB,B,,,-0.68,0.96,John Bacon,0.117
158987,FF,20190822,93.2,1.62,6.35,180.0,600524,543118,,foul,5.0,R,R,BAL,TB,S,,,0.09,2.22,John Bacon,-0.075
158988,FS,20190822,81.9,1.68,6.27,221.0,600524,543118,,ball,12.0,R,R,BAL,TB,B,,,1.38,3.48,John Bacon,0.077
158989,FS,20190822,82.8,1.81,6.36,202.0,600524,543118,,ball,11.0,R,R,BAL,TB,B,,,-0.67,4.44,John Bacon,0.043
158990,FS,20190822,84.4,1.36,6.35,224.0,623993,543118,single,hit_into_play,5.0,L,R,BAL,TB,X,7.0,fly_ball,0.14,2.44,John Bacon,0.278
158991,FS,20190822,82.0,1.71,6.36,237.0,623993,543118,,called_strike,3.0,L,R,BAL,TB,S,,,0.54,2.89,John Bacon,-0.037
158992,FS,20190822,84.1,1.57,6.45,249.0,623993,543118,,ball,11.0,L,R,BAL,TB,B,,,-0.81,4.18,John Bacon,0.028
158993,FF,20190822,93.5,1.77,6.31,181.0,641820,543118,field_out,hit_into_play,3.0,R,R,BAL,TB,X,8.0,fly_ball,0.29,3.46,John Bacon,-0.319
158994,FF,20190822,93.1,1.61,6.28,177.0,641820,543118,,foul,7.0,R,R,BAL,TB,S,,,-0.45,2.13,John Bacon,0.0
158995,FF,20190822,92.5,1.83,6.42,174.0,641820,543118,,foul,5.0,R,R,BAL,TB,S,,,0.25,2.41,John Bacon,-0.091
158996,FF,20190822,93.0,1.81,6.41,178.0,641820,543118,,ball,14.0,R,R,BAL,TB,B,,,0.28,1.28,John Bacon,0.121
158997,FF,20190822,92.6,1.81,6.42,173.0,641820,543118,,foul,2.0,R,R,BAL,TB,S,,,0.18,3.42,John Bacon,-0.063
158998,FF,20190822,92.4,1.86,6.54,173.0,641820,543118,,ball,14.0,R,R,BAL,TB,B,,,1.95,2.31,John Bacon,0.068
158999,FF,20190822,91.1,1.7,6.52,176.0,641820,543118,,ball,11.0,R,R,BAL,TB,B,,,-1.39,2.92,John Bacon,0.037
159000,SL,20190822,83.9,-2.71,5.16,95.0,502054,612434,strikeout,called_strike,1.0,R,R,BAL,TB,S,2.0,,-0.69,2.8,John Bacon,-0.332
159001,SL,20190822,83.2,-2.86,5.21,93.0,502054,612434,,foul,14.0,R,R,BAL,TB,S,,,0.43,1.28,John Bacon,0.0
159002,SL,20190822,84.5,-2.96,5.09,125.0,502054,612434,,called_strike,6.0,R,R,BAL,TB,S,,,0.43,2.4,John Bacon,-0.118
159003,SL,20190822,84.3,-2.94,5.26,132.0,502054,612434,,swinging_strike,9.0,R,R,BAL,TB,S,,,0.36,1.8,John Bacon,-0.055
159004,SL,20190822,87.2,-3.02,5.09,127.0,502054,612434,,ball,14.0,R,R,BAL,TB,B,,,0.72,1.33,John Bacon,0.046
159005,CH,20190822,90.8,-2.85,5.07,254.0,640457,612434,walk,ball,9.0,L,R,BAL,TB,B,,,0.65,1.52,John Bacon,0.207
159006,SL,20190822,83.2,-2.82,5.26,99.0,640457,612434,,ball,11.0,L,R,BAL,TB,B,,,-0.68,3.45,John Bacon,0.066
159007,SI,20190822,96.7,-2.94,5.0,253.0,640457,612434,,foul,13.0,L,R,BAL,TB,S,,,-1.64,2.02,John Bacon,0.0
159008,CH,20190822,89.1,-2.91,5.16,252.0,640457,612434,,foul,11.0,L,R,BAL,TB,S,,,-1.7,2.55,John Bacon,0.0
159009,SI,20190822,96.6,-2.79,5.0,236.0,640457,612434,,blocked_ball,14.0,L,R,BAL,TB,B,,,1.3,1.16,John Bacon,0.031
159010,CH,20190822,88.4,-2.91,5.06,257.0,640457,612434,,ball,13.0,L,R,BAL,TB,B,,,-1.83,1.69,John Bacon,0.021
159011,CH,20190822,90.1,-2.92,5.12,255.0,640457,612434,,swinging_strike,4.0,L,R,BAL,TB,S,,,-0.7,2.57,John Bacon,-0.064
159012,CH,20190822,87.7,-2.86,5.11,260.0,640457,612434,,called_strike,11.0,L,R,BAL,TB,S,,,-1.06,2.39,John Bacon,-0.041
159013,CH,20190822,89.6,-2.93,5.01,259.0,519299,612434,field_out,hit_into_play,11.0,L,R,BAL,TB,X,5.0,popup,-1.06,2.15,John Bacon,-0.281
159014,SL,20190822,85.5,-2.96,5.1,72.0,519299,612434,,foul,9.0,L,R,BAL,TB,S,,,0.72,1.75,John Bacon,0.0
159015,CH,20190822,87.7,-2.91,5.14,258.0,519299,612434,,ball,11.0,L,R,BAL,TB,B,,,-1.88,3.6,John Bacon,0.055
159016,CH,20190822,90.5,-2.75,5.03,262.0,519299,612434,,swinging_strike,13.0,L,R,BAL,TB,S,,,-0.25,1.24,John Bacon,-0.077
159017,SI,20190822,97.2,-2.68,4.99,248.0,519299,612434,,blocked_ball,14.0,L,R,BAL,TB,B,,,0.85,0.54,John Bacon,0.037
159018,SI,20190822,97.2,-2.88,5.05,240.0,519299,612434,,called_strike,5.0,L,R,BAL,TB,S,,,0.17,2.24,John Bacon,-0.055
159019,SL,20190822,87.1,-2.81,5.1,77.0,642715,612434,single,hit_into_play,5.0,R,R,BAL,TB,X,7.0,line_drive,-0.06,2.28,John Bacon,0.918
159020,SL,20190822,87.3,-2.71,4.98,78.0,642715,612434,,ball,14.0,R,R,BAL,TB,B,,,1.47,1.15,John Bacon,0.112
159021,SI,20190822,97.3,-2.72,4.99,242.0,642715,612434,,called_strike,9.0,R,R,BAL,TB,S,,,0.73,1.54,John Bacon,-0.159
159022,SL,20190822,88.5,-2.84,5.05,133.0,642715,612434,,ball,14.0,R,R,BAL,TB,B,,,2.2,1.44,John Bacon,0.079
159023,SL,20190822,87.9,-2.78,5.03,143.0,642715,612434,,swinging_strike,14.0,R,R,BAL,TB,S,,,0.95,0.85,John Bacon,-0.109
159024,SL,20190822,86.5,-2.75,5.15,85.0,642715,612434,,ball,11.0,R,R,BAL,TB,B,,,-1.34,3.03,John Bacon,0.074
159025,SI,20190822,96.3,-2.77,4.79,251.0,622110,612434,double,hit_into_play,13.0,R,R,BAL,TB,X,7.0,line_drive,-0.92,1.82,John Bacon,0.918
159026,SI,20190822,97.1,-2.78,5.03,231.0,622110,612434,,called_strike,4.0,R,R,BAL,TB,S,,,-0.35,2.57,John Bacon,-0.075
159027,SI,20190822,97.3,-2.68,4.88,242.0,622110,612434,,ball,14.0,R,R,BAL,TB,B,,,0.13,0.82,John Bacon,0.077
159028,SI,20190822,98.0,-2.73,4.96,240.0,622110,612434,,ball,14.0,R,R,BAL,TB,B,,,1.47,1.62,John Bacon,0.043
159029,SL,20190822,85.6,-2.82,5.08,110.0,542583,612434,walk,ball,14.0,R,R,BAL,TB,B,,,2.18,1.89,John Bacon,0.218
159030,CH,20190822,90.9,-2.64,5.01,258.0,542583,612434,,ball,14.0,R,R,BAL,TB,B,,,1.91,0.29,John Bacon,0.075
159031,SL,20190822,88.0,-2.83,5.21,77.0,542583,612434,,ball,14.0,R,R,BAL,TB,B,,,1.55,0.66,John Bacon,0.031
159032,SL,20190822,85.9,-2.81,5.09,89.0,542583,612434,,swinging_strike,14.0,R,R,BAL,TB,S,,,0.76,1.4,John Bacon,-0.044
159033,SI,20190822,96.7,-2.6,4.91,245.0,542583,612434,,foul,8.0,R,R,BAL,TB,S,,,-0.12,1.72,John Bacon,-0.037
159034,SL,20190822,87.1,-2.86,5.14,78.0,542583,612434,,ball,11.0,R,R,BAL,TB,B,,,-1.07,3.19,John Bacon,0.028
159035,SI,20190822,94.2,-2.85,5.05,238.0,595281,612434,field_out,hit_into_play,4.0,L,R,BAL,TB,X,4.0,ground_ball,-0.32,2.31,John Bacon,-0.411
159036,CH,20190822,86.9,-2.95,5.12,259.0,595281,612434,,ball,11.0,L,R,BAL,TB,B,,,-2.52,4.26,John Bacon,0.121
159037,CH,20190822,89.6,-2.84,5.16,255.0,595281,612434,,ball,11.0,L,R,BAL,TB,B,,,-1.47,2.77,John Bacon,0.054
159038,SI,20190822,96.1,-2.83,5.13,234.0,595281,612434,,foul,13.0,L,R,BAL,TB,S,,,-0.88,2.26,John Bacon,-0.05
159039,SI,20190822,97.6,-2.93,5.18,239.0,595281,612434,,ball,11.0,L,R,BAL,TB,B,,,-2.73,2.7,John Bacon,0.037
159040,FS,20190822,85.3,1.65,6.32,225.0,593643,543118,field_out,hit_into_play,14.0,R,R,BAL,TB,X,1.0,ground_ball,0.77,1.1,John Bacon,-0.337
159041,FS,20190822,85.5,1.64,6.31,256.0,607054,543118,strikeout,swinging_strike,13.0,L,R,BAL,TB,S,2.0,,-0.22,1.16,John Bacon,-0.266
159042,FS,20190822,84.9,1.27,6.36,253.0,607054,543118,,foul,12.0,L,R,BAL,TB,S,,,0.87,2.35,John Bacon,0.0
159043,CU,20190822,74.5,2.96,5.02,255.0,607054,642232,,called_strike,5.0,L,L,BAL,TB,S,,,-0.02,2.48,John Bacon,-0.078
